year,road_t,road_n,car,puj,uv,taxi,pub,truck,trailer,mc,tricycle,total,year_cat,year_int,car_log,puj_sqrt,uv_log1p,taxi_sqrt,pub_log,trailer_log1p,mc_sqrt,tricycle_sqrt,total_log
2022-01-01,R1,ROXAS BOULEVARD,90400,680,24610,9018,5950,1077,2050,80120,290,186079,2022,2022,11.411999546380267,26.076809620810597,10.110908143385101,94.96315074806648,8.691146498539675,7.62608275807238,283.0547650190683,17.029386365926403,12.133926593705377
2022-01-01,R2,TAFT AVENUE,73942,146220,76480,4923,11740,1647,164,83705,6639,194464,2022,2022,11.211036281083421,382.38723828077735,11.244784547725283,70.16409338115899,9.370757093382087,5.10594547390058,289.31816396486414,81.48005891014071,12.178002334935082
2022-01-01,R3,SSH,146455,44130,2460,7920,48930,6870,3497,86204,51,260549,2022,2022,11.894473493018246,210.07141642784245,7.807916628926408,88.99438184514796,10.798145984283169,8.159946655578548,293.6051770660729,7.14142842854285,12.47054622229507
2022-01-01,R4,SHAW BOULEVARD,47568,25450,14120,5385,480,1041,98,52739,21,110857,2022,2022,10.769915545237879,159.53056133543816,9.555347511047232,73.38255923582933,6.173786103901937,4.59511985013459,229.64973328963393,4.58257569495584,11.615996361449419
2022-01-01,R5,ORTIGAS AVENUE,66372,243570,44540,3505,9010,3988,549,75422,113,179661,2022,2022,11.103030559782677,493.52811470067235,10.704142940811359,59.20304046246274,9.106090350602384,6.309918278226516,274.6306610704639,10.63014581273465,12.098827020836948
2022-01-01,R6,MAGSAYSAY BOULEVARD,47686,61440,9170,5434,1520,1644,272,64643,1612,128504,2022,2022,10.772393132748352,247.8709341572747,9.123692565250511,73.71566997592845,7.326465613840322,5.60947179518496,254.24987708944914,40.149719799769464,11.763715311237602
2022-01-01,R6,AURORA BOULEVARD,43305,79540,21210,5600,5220,1988,42,57926,167,119625,2022,2022,10.676023380765145,282.02836736753983,9.962228047558728,74.83314773547883,8.560252680876685,3.7612001156935624,240.67820840283815,12.922847983320086,11.692117128755255
2022-01-01,R7,QUEZON AVENUE,130465,28060,29630,13003,8530,4088,314,125966,149,280606,2022,2022,11.778860270539322,167.51119365582707,10.29654264056761,114.03069762129844,9.051344640485725,5.752572638825633,354.9168916802918,12.206555615733702,12.544706829173137
2022-01-01,R7,COMMONWEALTH AVENUE,153029,55200,42230,16026,46140,7336,439,154369,628,346184,2022,2022,11.938382724897325,234.9468024894146,10.65088614792799,126.59383871263246,10.739435531727745,6.0867747269123065,392.8982056461953,25.059928172283335,12.75472570459617
2022-01-01,R8,A. BONIFACIO,38715,32020,720,1319,15930,7880,1458,30308,265,84812,2022,2022,10.563982400820825,178.94133116750865,6.579251212010101,36.318039594669756,9.675959402904095,7.285506548522785,174.0919297382851,16.278820596099706,11.348192321202442
2022-01-01,R9,RIZAL AVENUE,29917,71540,280,2825,260,2531,15,54799,1813,99108,2022,2022,10.306182159681624,267.46962444359923,5.634789603169249,53.150729063673246,5.560681631015528,2.772588722239781,234.09186231050407,42.579337712087536,11.503965443598718
2022-01-01,R10,DEL PAN,34415,6560,430,1950,1630,6051,8610,43733,2481,98102,2022,2022,10.446247794832464,80.99382692526635,6.063785208687608,44.15880433163923,7.396335293800808,9.060795734696166,209.124364912365,49.80963762164909,11.493763032705472
2022-01-01,R11,MARCOS HIGHWAY,100373,78610,8050,6473,5420,4853,343,106963,257,228470,2022,2022,11.516648525770352,280.37474921968277,8.99342737041261,80.45495634204272,8.597851094433691,5.840641657373398,327.0519836356294,16.0312195418814,12.339160189668528
2022-01-01,R11,MCARTHUR HIGHWAY,24724,40740,80,3659,4790,2386,169,64759,298,100556,2022,2022,10.115529710779164,201.84152199188352,4.382026634673881,60.489668539346454,8.474285690404962,5.135798437050262,254.47789687908065,17.26267650163207,11.518470065225578
2023-01-01,C1,RECTO,24747,72690,7270,1678,5930,666,115,49406,2190,87391,2023,2023,10.11645954852884,269.61083064298435,8.891511570527564,40.963398296528084,8.68777949199177,4.7535901911063645,222.27460493722623,46.79743582719036,11.37814758151298
2023-01-01,C2,MENDOZA,57755,110,810,3102,2400,6706,1218,74200,1922,145235,2023,2023,10.963965204722781,10.488088481701515,6.697034247666484,55.695601262577284,7.783224016336037,7.105786129481271,272.3967694375247,43.840620433565945,11.886108399157669
2023-01-01,C2,QUIRINO AVENUE,73167,7270,640,3837,3640,7606,1251,88445,2420,177881,2023,2023,11.200499778627531,85.26429498916883,6.461468176353717,61.94352266379432,8.199738960630786,7.132497551660044,297.397041007472,49.193495504995376,12.088870066376314
2023-01-01,C3,ARANETA AVENUE,73167,7270,640,3837,3640,7606,1251,88445,2420,177881,2023,2023,11.200499778627531,85.26429498916883,6.461468176353717,61.94352266379432,8.199738960630786,7.132497551660044,297.397041007472,49.193495504995376,12.088870066376314
2023-01-01,C4,EDSA,72782,450,150,2418,2480,3329,425,51266,1694,132222,2023,2023,11.195223950865525,21.213203435596427,5.0106352940962555,49.17316341257699,7.8160138391590275,6.054439346269371,226.4199637841151,41.15823125451335,11.792237607077812
2023-01-01,C5,C5,217042,6170,6240,2674,4260,9654,702,89534,7982,238695,2023,2023,12.287846162181621,78.54934754662193,8.738735461363474,51.710733895391584,8.357024439263416,6.555356891810665,299.22232537028384,89.3420393767682,12.382941865312395
2023-01-01,R1,ROXAS BOULEVARD,79313,98880,29860,11812,16250,2255,1074,80690,541,190184,2023,2023,11.28115732861339,314.45190411253674,10.304275071093182,108.6830253535482,9.695848187757884,6.980075940561763,284.05985284795173,23.259406699226016,12.155747303578108
2023-01-01,R2,TAFT AVENUE,47624,94870,61620,5278,20940,1350,510,55395,6421,134321,2023,2023,10.771092114833227,308.00974010573105,11.028741772150658,72.64984514780468,9.949416484424528,6.236369590203704,235.36142419691464,80.1311425102625,11.807987736631393
2023-01-01,R3,SSH,87963,2240,840,4644,9520,7480,2644,72806,107,176904,2023,2023,11.384671550499093,47.32863826479693,6.733401891837359,68.14690014960328,9.161150127785412,7.8804263442924,269.82586977530525,10.344080432788601,12.083362491537235
2023-01-01,R4,SHAW BOULEVARD,54622,19670,13230,4574,190,1314,62,63193,21,127095,2023,2023,10.90819201098127,140.24977718342373,9.490242257109001,67.63135367564367,5.247024072160486,4.143134726391533,251.38217916153087,4.58257569495584,11.752690117300673
2023-01-01,R5,ORTIGAS AVENUE,63651,15980,1810,3697,5450,1289,248,75383,5,146597,2023,2023,11.061170314781226,126.41202474448386,7.501082124259871,60.802960454241045,8.60337088765729,5.517452896464707,274.5596474356711,2.23606797749979,11.895442604378097
2023-01-01,R6,MAGSAYSAY BOULEVARD,52884,79590,7380,3608,7230,2011,380,67689,1924,137916,2023,2023,10.875856114629988,282.11699700656106,8.906528917594517,60.06662967072483,8.88599431515281,5.942799375126701,260.17109754928583,43.86342439892262,11.834400083156758
2023-01-01,R7,QUEZON AVENUE,139665,36970,52350,12801,13050,5101,215,144297,170,312486,2023,2023,11.84700197699074,192.27584351654787,10.865707216298683,113.14150432091665,9.47654341275084,5.375278407684165,379.8644495079791,13.038404810405298,12.652314947155043
2023-01-01,R7,AURORA BOULEVARD,45357,56770,15260,3601,6290,2307,24,62531,276,121928,2023,2023,10.72231979864831,238.2645588416372,9.632990304838447,60.00833275470999,8.746716349694486,3.2188758248682006,250.06199231390605,16.61324772583615,11.711185985565686
2023-01-01,R8,A. BONIFACIO,44888,36380,950,1554,22090,9790,1341,42042,377,105934,2023,2023,10.711925777430809,190.7354188398159,6.856461984594587,39.42080668885405,10.002880296414164,7.201916317531627,205.04145922227534,19.4164878389476,11.570571537663046
2023-01-01,R9,RIZAL AVENUE,31643,84540,390,2783,2890,2468,7,67376,1615,114674,2023,2023,10.36227223407451,290.75763102625524,5.966146739123692,52.754146756439916,7.969011781106478,2.0794415416798357,259.56887332652195,40.18706259482024,11.649848599130861
2023-01-01,R10,DEL PAN,32034,4590,250,1586,620,5515,9212,52253,3469,104615,2023,2023,10.374553117728242,67.74953874381728,5.521460917862246,39.824615503479755,6.429719478039138,9.128370809108931,228.58915109864685,58.89821729050889,11.558042223773352
2023-01-01,R7,COMMONWEALTH AVENUE,171866,145560,58530,13162,40880,6907,391,189594,1571,407988,2023,2023,12.054470382395586,381.5232627245683,10.977294722285267,114.72575996697516,10.618396224877586,5.971261839790462,435.423931358854,39.63584236521283,12.918993041189058
2023-01-01,R7,MARCOS HIGHWAY,110378,111850,6360,4749,4400,6604,481,108876,287,243636,2023,2023,11.61166611760484,334.43983016381287,8.757783656334167,68.9129886160802,8.389359819906353,6.1779441140506,329.9636343599094,16.941074346097416,12.403430587150241
2023-01-01,R7,MCARTHUR HIGHWAY,32007,64610,70,3664,4320,2884,355,74997,382,121189,2023,2023,10.37370990785957,254.18497201841024,4.248495242049359,60.530983801686226,8.371010681238156,5.87493073085203,273.85580147223465,19.544820285692065,11.70510658942259
2024-01-01,C1,RECTO,30708,98150,8230,2884,4610,743,94,59551,4650,109729,2024,2024,10.33227848594779,313.28900395641085,9.015541293671115,53.70288632839021,8.435983135990694,4.553876891600541,244.03073576908298,68.19090848492928,11.605768968665272
2024-01-01,C2,MENDOZA,54571,350,1300,2303,2440,7231,847,79105,1745,146211,2024,2024,10.907257885099419,18.708286933869708,7.170119543449628,47.989582202807306,7.799753318287247,6.742880635791903,281.2561110447202,41.773197148410844,11.892806062865558
2024-01-01,C2,QUIRINO AVENUE,74152,7630,1220,3172,4030,10020,1521,102419,2566,195138,2024,2024,11.21387231955567,87.34987120768983,7.106606137727303,56.32051136131489,8.301521654940728,7.3277805384216315,320.02968612302203,50.65570056765576,12.181462279557456
2024-01-01,C3,ARANETA AVENUE,79018,60,120,1918,6140,2718,331,51378,856,136851,2024,2024,11.277430953596989,7.745966692414834,4.787491742782046,43.79497688091638,8.722580021141189,5.805134968916488,226.66715686221505,29.257477676655586,11.826648021712861
2024-01-01,C4,EDSA,210980,10060,22990,10852,30190,2655,50,189078,13,419952,2024,2024,12.2595186212358,100.29955134495867,10.042814617757227,104.17293314484334,10.315266022700884,3.9318256327243257,434.83100165466584,3.605551275463989,12.947895698014156
2024-01-01,C5,C5,107706,4070,26900,3365,10110,8682,901,125970,30,250762,2024,2024,11.587160571899124,63.796551630946325,10.19988156558993,58.008620049092706,9.221280312014517,6.804614520062624,354.922526757601,5.477225575051661,12.432259561109808
2024-01-01,R1,ROXAS BOULEVARD,82145,78600,36830,9689,9900,2960,2091,92927,475,202820,2024,2024,11.316241257340437,280.3569153775237,10.51406800943911,98.43271813782245,9.20029003612268,7.645875825184813,304.83930192808145,21.79449471770337,12.220074165165988
2024-01-01,R2,TAFT AVENUE,39415,85490,67640,4929,30580,943,5,51620,3836,119119,2024,2024,10.581901733494009,292.3867302050488,11.121954803012517,70.20683727387241,10.328101479483053,1.791759469228055,227.2003521124032,61.93545026880809,11.68787827242675
2024-01-01,R3,SSH,85574,3580,1610,3533,11440,8230,2645,91901,95,193641,2024,2024,11.357136777674251,59.833101206606365,7.383989457978509,59.43904440685432,9.344871264933788,7.880804344674901,303.1517771678075,9.746794344808963,12.173761208262563
2024-01-01,R4,SHAW BOULEVARD,52610,30170,13050,2810,430,1413,147,83482,9,144836,2024,2024,10.870661494724853,173.69513522260777,9.47654341275084,53.009433122794285,6.063785208687608,4.997212273764115,288.93251807299225,3.0,11.883357346817755
2024-01-01,R5,ORTIGAS AVENUE,65431,275330,36950,2645,6340,4224,534,83909,160,188765,2024,2024,11.088751431256087,524.7189724033237,10.517320926376348,51.42956348249516,8.754634047431272,6.282266746896006,289.67050246789023,12.649110640673518,12.148258134152357
2024-01-01,R6,MAGSAYSAY BOULEVARD,50465,70620,6470,2722,7040,4027,1021,91293,2021,159962,2024,2024,10.82903530567296,265.7442379431772,8.774931387494947,52.172789842982326,8.859363449152088,6.92951677076365,302.14731506336443,44.955533585978046,11.982691566008373
2024-01-01,R6,AURORA BOULEVARD,46695,83480,23250,3318,7860,1966,66,67440,219,131163,2024,2024,10.751392371543819,288.92905703649814,10.054060411015502,57.60208329565867,8.969541885423252,4.204692619390966,259.6921254100709,14.798648586948742,11.784196103524087
2024-01-01,R7,QUEZON AVENUE,127876,51960,47820,9900,15930,3932,94,145218,89,298680,2024,2024,11.758816323360202,227.94736234490628,10.775199241012317,99.498743710662,9.675959402904095,4.553876891600541,381.07479580785713,9.433981132056603,12.607128045149638
2024-01-01,R7,COMMONWEALTH AVENUE,177912,164540,48200,11093,31840,7075,190,191104,1513,413345,2024,2024,12.089044325004666,405.63530418345,10.783114300038692,105.32331175955302,10.368478639958319,5.25227342804663,437.154434954056,38.897300677553446,12.932037874321221
2024-01-01,R8,A. BONIFACIO,38870,39140,1490,1798,18120,8749,882,50020,807,107001,2024,2024,10.567978023846269,197.83831782544047,7.306531398939505,42.40283009422838,9.80477157959697,6.78332520060396,223.6515146382872,28.407745422683583,11.580593459194764
2024-01-01,R9,RIZAL AVENUE,25190,79710,140,1644,3900,2069,17,49605,1575,88475,2024,2024,10.134202369346657,282.3295946230221,4.941642422609304,40.54626986542659,8.268731832117737,2.8903717578961645,222.72179956169535,39.68626966596886,11.390475305213664
2024-01-01,R10,DEL PAN,34103,6920,530,1614,970,5829,6685,63352,3900,116325,2024,2024,10.437140635941489,83.18653737234169,6.272877006546167,40.17461885320133,6.877296071497429,8.807771066980044,251.69823201603938,62.44997998398398,11.66414327671285
2024-01-01,R11,MARCOS HIGHWAY,111797,102510,5520,3826,5060,6946,673,131868,191,266610,2024,2024,11.624440005711623,320.17182886693826,8.616133139271142,61.85466837676846,8.52912176228151,6.513230110912307,363.13633803297625,13.820274961085254,12.49354219540063
2024-01-01,R11,MCARTHUR HIGHWAY,30890,62550,120,3198,4140,2989,317,81624,310,126009,2024,2024,10.338187785912627,250.099980007996,4.787491742782046,56.55086206239477,8.32845106681936,5.762051382780177,285.6991424558359,17.60681686165901,11.744108611954145
