year,road_t,road_n,car,puj,uv,taxi,pub,truck,trailer,mc,tricycle,total,year_cat,year_int,car_log,puj_sqrt,uv_log1p,taxi_sqrt,pub_log,trailer_log1p,mc_sqrt,tricycle_sqrt,total_log
2017-01-01,R5,ORTIGAS AVENUE,71102,120540,93440,3723,8770,5029,681,50769,376,153955,2017,2017,11.171870744790926,347.18870949384285,11.445074798062054,61.0163912403872,9.079092085366229,6.525029657843462,225.31977276750482,19.390719429665317,11.944415630902544
2017-01-01,R6,MAGSAYSAY BOULEVARD,56261,59520,590,6265,7220,2859,336,28878,1241,102573,2017,2017,10.937756856503727,243.9672109116305,6.380122536899765,79.15175298121956,8.884610231886873,5.820082930352362,169.93528179868946,35.22782990761707,11.538330019191955
2017-01-01,R6,AURORA BOULEVARD,41620,147070,67010,5245,570,3674,712,25614,314,98644,2017,2017,10.636336099947625,383.49706648160947,11.112597140967216,72.42237223399962,6.345636360828596,6.569481420414296,160.04374402018968,17.72004514666935,11.499272688516442
2017-01-01,R7,QUEZON AVENUE,113905,68680,127910,15840,12170,3664,244,40759,47,195335,2017,2017,11.643120046628056,262.0686932847951,11.75908217059344,125.85706178041819,9.406729185981574,5.501258210544727,201.8885831343615,6.855654600401044,12.182471312277848
2017-01-01,R7,COMMONWEALTH AVENUE,139951,156870,131650,14400,54750,7822,518,74492,1210,272720,2017,2017,11.849047640327147,396.0681759495453,11.787902164924455,120.0,10.910532647678748,6.251903883165888,272.93222601957433,34.785054261852174,12.516200906811784
2017-01-01,R8,A. BONIFACIO,28690,36950,2220,908,14940,9278,3915,11938,650,60790,2017,2017,10.26430390897541,192.22382786741085,7.705262474866325,30.133038346638727,9.611797458686809,8.272826003650401,109.26115503691145,25.495097567963924,11.015180580742769
2017-01-01,R9,RIZAL AVENUE,32905,125460,830,2685,4920,2012,3,29449,1565,81740,2017,2017,10.40137990089022,354.2033314354906,6.721425700790643,51.81698563212646,8.501063809486354,1.3862943611198906,171.60710940983768,39.56008088970496,11.311298757118267
2017-01-01,R10,DEL PAN,35955,17630,1860,3538,730,5686,7886,23167,2011,80285,2017,2017,10.490023435536594,132.77801022759755,7.528331766707247,59.481089431852205,6.593044534142437,8.97297111339799,152.20709576100583,44.844174649557324,11.293338082983785
2017-01-01,R11,MARCOS HIGHWAY,90287,142610,45320,5165,1330,5684,412,42019,169,162662,2017,2017,11.410748764478615,377.6373922163959,10.721503715141942,71.8679344353238,7.1929342212158,6.023447592961033,204.98536533128407,13.0,11.99942970723106
2017-01-01,R11,MCARTHUR HIGHWAY,29446,87520,250,4073,18890,3208,506,34852,206,82957,2017,2017,10.290313356425354,295.83779339360956,5.521460917862246,63.8200595424354,9.846387960495555,6.2285110035911835,186.68690366493306,14.352700094407323,11.326077680243761
2018-01-01,C1,RECTO,24537,104870,22620,3040,14890,558,7,21742,2692,66814,2018,2018,10.107937461403084,323.8363784382477,10.026589749670112,55.136195008360886,9.608445125678054,2.0794415416798357,147.45168700289597,51.884487084291386,11.109667918404064
2018-01-01,C2,MENDOZA,56353,940,5790,3582,1900,5016,746,20673,1411,88644,2018,2018,10.939390756737573,30.659419433511783,8.663887570567042,59.84981202978001,7.549609165154532,6.616065185132817,143.7810835958611,37.5632799419859,11.392383627316738
2018-01-01,C2,QUIRINO AVENUE,65444,13010,3530,5111,1130,6248,1043,27239,1740,108592,2018,2018,11.088950094102968,114.06138698087096,8.169053149927343,71.49125820686051,7.029972911706386,6.950814768442584,165.04241878983717,41.71330722922842,11.59535301894354
2018-01-01,C3,ARANETA AVENUE,38740,13510,190,3604,100,4610,445,30289,2151,81219,2018,2018,10.564627936960987,116.23252556836232,5.247024072160486,60.03332407921454,4.605170185988092,6.100318952020064,174.0373523126573,46.37887450122092,11.304904488926127
2018-01-01,C4,EDSA,251628,19400,69030,20871,133560,3027,6,86082,15,383828,2018,2018,12.435707085374746,139.2838827718412,11.142296471697522,144.46798953401407,11.802306094057592,1.9459101490553132,293.3973415012481,3.872983346207417,12.857949814558562
